# stat_desc_map.tsv - generated by poe_tools.py (build-stat-desc)
# generated: 2026-09-15T15:29:39Z
# Format: stat_id TAB template TAB arg_index TAB group_ids
# template placeholders: {0} {1} = stat values; wiki links stripped
# arg_index: which {N} this stat fills (0=first, 1=second, ...)
# group_ids: comma-separated group (multi-stat entries share a template)
%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100	Consuming Glory grants you {0}% increased Attack damage per Glory consumed for 6 seconds, up to 60%	0	%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100
%_chance_for_crossbow_reload_to_be_instant	{0}% chance when you Reload a Crossbow to be immediate	0	%_chance_for_crossbow_reload_to_be_instant
%_chance_to_apply_hounded_by_wisps_on_hit	Chance to inflict 1 Faerie Fire on Hit@{0}	0	%_chance_to_apply_hounded_by_wisps_on_hit
%_chance_to_blind_on_critical_strike	{0}% chance to Blind Enemies on Critical Hit	0	%_chance_to_blind_on_critical_strike
%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth	Critical Hits have {0}% chance to Blind Enemies while you have Cat's Stealth	0	%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth
%_chance_to_cause_bleeding_enemies_to_flee_on_hit	{0}% Chance to cause Bleeding Enemies to Flee on hit	0	%_chance_to_cause_bleeding_enemies_to_flee_on_hit
%_chance_to_create_smoke_cloud_on_mine_or_trap_creation	{0}% chance to create a Smoke Cloud when you lay a Mine or throw a Trap	0	%_chance_to_create_smoke_cloud_on_mine_or_trap_creation
%_chance_to_deal_150%_area_damage_+%_final	Hits have {0}% chance to deal 50% more Area Damage	0	%_chance_to_deal_150%_area_damage_+%_final
%_chance_to_duplicate_dropped_currency	Basic Currency Items dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_currency
%_chance_to_duplicate_dropped_divination_cards	Divination Cards dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_divination_cards
%_chance_to_duplicate_dropped_gems	Gems dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_gems
%_chance_to_duplicate_dropped_maps	Maps dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_maps
%_chance_to_duplicate_dropped_scarabs	Scarabs dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_scarabs
%_chance_to_duplicate_dropped_sentinels	{}% chance for found Sentinels to be Duplicated	0	%_chance_to_duplicate_dropped_sentinels
%_chance_to_duplicate_dropped_uniques	Unique Items dropped by slain Enemies have {0}% chance to be Duplicated	0	%_chance_to_duplicate_dropped_uniques
%_chance_to_gain_endurance_charge_each_second_while_channelling	{0}% chance to gain an Endurance Charge each second while Channelling	0	%_chance_to_gain_endurance_charge_each_second_while_channelling
%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Frenzy Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life	{0}% chance to gain a Power Charge on Hit against Enemies that are on Full Life	0	%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life
%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Power Charge when your Mine is Detonated targeting an Enemy	0	%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_power_charge_on_placing_a_totem	{0}% chance to gain a Power Charge when you Summon a Totem	0	%_chance_to_gain_power_charge_on_placing_a_totem
%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain a Power Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance, Frenzy or Power Charge when any\nof your Traps are Triggered by an Enemy	0	%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy
%_maximum_life_as_focus	Enemies have Maximum Concentration equal to {0}% of their Maximum Life	0	%_maximum_life_as_focus
%_maximum_life_inflicted_as_aoe_fire_damage_when_hit	Deal {0}% of your maximum Life as Fire Damage to nearby Enemies when Hit	0	base_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit
%_number_of_raging_spirits_allowed	{0}% increased Maximum number of Summoned Raging Spirits	0	%_number_of_raging_spirits_allowed
%_of_life_regeneration_applies_to_totems	{}% of your Life Regeneration applies to your Totems aswell	0	%_of_life_regeneration_applies_to_totems
%_of_physical_hit_damage_you_deal_causes_additional_blood_loss	{0}% of Physical damage dealt by your Hits causes Blood Loss	0	%_of_physical_hit_damage_you_deal_causes_additional_blood_loss
%_physical_damage_bypasses_energy_shield	Physical Damage taken bypasses Energy Shield	0	%_physical_damage_bypasses_energy_shield
local_display_socketed_gems_get_flee_level	Socketed Gems are supported by Level {0} Chance to Flee	0	local_display_socketed_gems_get_flee_level
local_display_socketed_gems_get_fork_level	Socketed Gems are supported by Level {0} Fork	0	local_display_socketed_gems_get_fork_level
local_display_socketed_gems_get_generosity_level	Socketed Gems are Supported by Level {0} Generosity	0	local_display_socketed_gems_get_generosity_level
local_display_socketed_gems_get_increased_area_level	Socketed Gems are Supported by Level {0} Increased Area of Effect	0	local_display_socketed_gems_get_increased_area_level
local_display_socketed_gems_get_increased_critical_damage_level	Socketed Gems are supported by Level {0} Increased Critical Damage	0	local_display_socketed_gems_get_increased_critical_damage_level
local_display_socketed_gems_get_increased_duration_level	Socketed Gems are Supported by Level {0} Increased Duration	0	local_display_socketed_gems_get_increased_duration_level
local_display_socketed_gems_get_iron_will_level	Socketed Gems are Supported by Level {0} Iron Will	0	local_display_socketed_gems_get_iron_will_level
local_display_socketed_gems_get_item_quantity_+%	Enemies slain by Socketed Gems drop {0}% increased item quantity	0	local_display_socketed_gems_get_item_quantity_+%
local_display_socketed_gems_get_life_leech_level	Socketed Gems are supported by Level {0} Life Leech	0	local_display_socketed_gems_get_life_leech_level
local_display_socketed_gems_get_mana_multplier_%	Socketed Skill Gems get a {0}% Cost & Reservation Multiplier	0	local_display_socketed_gems_get_mana_multplier_%
local_display_socketed_gems_get_melee_physical_damage_level	Socketed Gems are Supported by Level {0} Melee Physical Damage	0	local_display_socketed_gems_get_melee_physical_damage_level
local_display_socketed_gems_get_melee_splash_level	Socketed Gems are supported by Level {0} Melee Splash	0	local_display_socketed_gems_get_melee_splash_level
local_display_socketed_gems_get_multistrike_level	Socketed Gems are supported by Level {0} Multistrike	0	local_display_socketed_gems_get_multistrike_level
local_display_socketed_gems_get_pierce_level	Socketed Gems are Supported by Level {0} Pierce	0	local_display_socketed_gems_get_pierce_level
local_display_socketed_gems_get_reduced_mana_cost_level	Socketed Gems are Supported by Level {0} Inspiration	0	local_display_socketed_gems_get_reduced_mana_cost_level
local_display_socketed_gems_get_remote_mine_level	Socketed Gems are Supported by Level {0} Blastchain Mine	0	local_display_socketed_gems_get_remote_mine_level
local_display_socketed_gems_get_spell_totem_level	Socketed Gems are Supported by Level {0} Spell Totem	0	local_display_socketed_gems_get_spell_totem_level
local_display_socketed_gems_get_stun_level	Socketed Gems are supported by Level {0} Stun	0	local_display_socketed_gems_get_stun_level
local_display_socketed_gems_get_trap_level	Socketed Gems are Supported by Level {0} Trap	0	local_display_socketed_gems_get_trap_level
local_display_socketed_gems_get_weapon_elemental_damage_level	Socketed Gems are supported by Level {0} Elemental Damage with Attacks	0	local_display_socketed_gems_get_weapon_elemental_damage_level
local_display_socketed_gems_have_blood_magic	Socketed Gems Cost and Reserve Life instead of Mana	0	local_display_socketed_gems_have_blood_magic
local_display_socketed_gems_have_chance_to_flee_%	Socketed Gems have {0}% chance to cause Enemies to Flee on Hit	0	local_display_socketed_gems_have_chance_to_flee_%
local_display_socketed_gems_have_elemental_equilibrium	Socketed Gems have Elemental Equilibrium	0	local_display_socketed_gems_have_elemental_equilibrium
local_display_socketed_gems_have_iron_will	Socketed Gems have Iron Will	0	local_display_socketed_gems_have_iron_will
local_display_socketed_gems_have_mana_reservation_+%	Socketed Gems have {0}% increased Reservation Efficiency	0	local_display_socketed_gems_have_mana_reservation_+%
local_display_socketed_gems_have_number_of_additional_projectiles	Socketed Gems fire an additional Projectile	0	local_display_socketed_gems_have_number_of_additional_projectiles
local_display_socketed_gems_have_secrets_of_suffering	Socketed Gems have Secrets of Suffering	0	local_display_socketed_gems_have_secrets_of_suffering
local_display_socketed_gems_mana_cost_-%	Socketed Gems have {0}% reduced Mana Cost	0	local_display_socketed_gems_mana_cost_-%
local_display_socketed_gems_maximum_added_fire_damage	Socketed Gems deal {0} to {1} Added Fire Damage	1	local_display_socketed_gems_minimum_added_fire_damage,local_display_socketed_gems_maximum_added_fire_damage
local_display_socketed_gems_minimum_added_fire_damage	Socketed Gems deal {0} to {1} Added Fire Damage	0	local_display_socketed_gems_minimum_added_fire_damage,local_display_socketed_gems_maximum_added_fire_damage
local_display_socketed_gems_projectile_damage_+%_final	Socketed Projectile Spells deal {0}% more Damage with Hits	0	local_display_socketed_gems_projectile_damage_+%_final
local_display_socketed_gems_projectile_spells_cooldown_modifier_ms	Socketed Projectile Spells have {0:+d} seconds to Cooldown	0	local_display_socketed_gems_projectile_spells_cooldown_modifier_ms
local_display_socketed_gems_projectiles_nova	Socketed Gems fire Projectiles in a circle	0	local_display_socketed_gems_projectiles_nova
local_display_socketed_gems_skill_effect_duration_+%	Socketed Gems have {0}% increased Skill Effect Duration	0	local_display_socketed_gems_skill_effect_duration_+%
local_display_socketed_gems_supported_by_X_lesser_poison	Socketed Gems are Supported by Level {0} Chance to Poison	0	local_display_socketed_gems_supported_by_X_lesser_poison
local_display_socketed_gems_supported_by_X_vile_toxins	Socketed Gems are Supported by Level {0} Vile Toxins	0	local_display_socketed_gems_supported_by_X_vile_toxins
local_display_socketed_gems_supported_by_level_x_arcane_surge	Socketed Gems are Supported by Level {0} Arcane Surge	0	local_display_socketed_gems_supported_by_level_x_arcane_surge
local_display_socketed_gems_supported_by_level_x_archmage	Socketed Gems are Supported by Level {0} Archmage	0	local_display_socketed_gems_supported_by_level_x_archmage
local_display_socketed_gems_supported_by_level_x_aura_duration	Socketed Gems are Supported by Level {0} Divine Blessing	0	local_display_socketed_gems_supported_by_level_x_aura_duration
local_display_socketed_gems_supported_by_level_x_barrage	Socketed Gems are Supported by Level {0} Barrage	0	local_display_socketed_gems_supported_by_level_x_barrage
local_display_socketed_gems_supported_by_level_x_behead	Socketed Gems are Supported by Level {0} Behead	0	local_display_socketed_gems_supported_by_level_x_behead
local_display_socketed_gems_supported_by_level_x_bloodlust	Socketed Gems are Supported by Level {0} Bloodlust	0	local_display_socketed_gems_supported_by_level_x_bloodlust
local_display_socketed_gems_supported_by_level_x_bloodthirst	Socketed Gems are Supported by Level {0} Bloodthirst	0	local_display_socketed_gems_supported_by_level_x_bloodthirst
local_display_socketed_gems_supported_by_level_x_brutality	Socketed Gems are Supported by Level {0} Brutality	0	local_display_socketed_gems_supported_by_level_x_brutality
local_display_socketed_gems_supported_by_level_x_cast_on_damage_taken	Socketed Gems are Supported by Level {0} Cast when Damage Taken	0	local_display_socketed_gems_supported_by_level_x_cast_on_damage_taken
local_display_socketed_gems_supported_by_level_x_cast_on_kill	Socketed Gems are Supported by Level {0} Cast On Melee Kill	0	local_display_socketed_gems_supported_by_level_x_cast_on_kill
local_display_socketed_gems_supported_by_level_x_cast_while_channelling	Socketed Gems are Supported by Level {0} Cast While Channelling	0	local_display_socketed_gems_supported_by_level_x_cast_while_channelling
local_display_socketed_gems_supported_by_level_x_chain	Socketed Gems are Supported by Level {0} Chain	0	local_display_socketed_gems_supported_by_level_x_chain
local_display_socketed_gems_supported_by_level_x_chance_to_bleed	Socketed Gems are Supported by Level {0} Chance To Bleed	0	local_display_socketed_gems_supported_by_level_x_chance_to_bleed
local_display_socketed_gems_supported_by_level_x_chance_to_ignite	Socketed Gems are Supported by Level {0} Combustion	0	local_display_socketed_gems_supported_by_level_x_chance_to_ignite
local_display_socketed_gems_supported_by_level_x_chaos_attacks	Socketed Gems are Supported by Level {0} Withering Touch	0	local_display_socketed_gems_supported_by_level_x_chaos_attacks
local_display_socketed_gems_supported_by_level_x_charged_mines	Socketed Gems are Supported by Level {0} Charged Mines	0	local_display_socketed_gems_supported_by_level_x_charged_mines
local_display_socketed_gems_supported_by_level_x_close_combat	Socketed Gems are Supported by Level {0} Close Combat	0	local_display_socketed_gems_supported_by_level_x_close_combat
local_display_socketed_gems_supported_by_level_x_cluster_trap	Socketed Gems are Supported by Level {0} Cluster Trap	0	local_display_socketed_gems_supported_by_level_x_cluster_trap
local_display_socketed_gems_supported_by_level_x_culling_strike	Socketed Gems are Supported by Level {0} Culling Strike	0	local_display_socketed_gems_supported_by_level_x_culling_strike
local_display_socketed_gems_supported_by_level_x_curse_on_hit	Socketed Gems are Supported by Level {0} Hextouch	0	local_display_socketed_gems_supported_by_level_x_curse_on_hit
local_display_socketed_gems_supported_by_level_x_cursed_ground	Socketed Gems are Supported by Level {0} Cursed Ground	0	local_display_socketed_gems_supported_by_level_x_cursed_ground
local_display_socketed_gems_supported_by_level_x_deadly_ailments	Socketed Gems are Supported by Level {0} Deadly Ailments	0	local_display_socketed_gems_supported_by_level_x_deadly_ailments
local_display_socketed_gems_supported_by_level_x_deathmark	Socketed Gems are Supported by Level {0} Predator	0	local_display_socketed_gems_supported_by_level_x_deathmark
local_display_socketed_gems_supported_by_level_x_decay	Socketed Gems are Supported by Level {0} Decay	0	local_display_socketed_gems_supported_by_level_x_decay
local_display_socketed_gems_supported_by_level_x_earthbreaker	Socketed Gems are Supported by Level {0} Earthbreaker	0	local_display_socketed_gems_supported_by_level_x_earthbreaker
local_display_socketed_gems_supported_by_level_x_efficacy	Socketed Gems are Supported by Level {0} Efficacy	0	local_display_socketed_gems_supported_by_level_x_efficacy
local_display_socketed_gems_supported_by_level_x_elemental_focus	Socketed Gems are Supported by Level {0} Elemental Focus	0	local_display_socketed_gems_supported_by_level_x_elemental_focus
local_display_socketed_gems_supported_by_level_x_elemental_penetration	Socketed Gems are Supported by Level {0} Elemental Penetration	0	local_display_socketed_gems_supported_by_level_x_elemental_penetration
local_display_socketed_gems_supported_by_level_x_empower	Socketed Gems are Supported by Level {0} Empower	0	local_display_socketed_gems_supported_by_level_x_empower
local_display_socketed_gems_supported_by_level_x_endurance_charge_on_stun	Socketed Gems are Supported by Level {0} Endurance Charge on Melee Stun	0	local_display_socketed_gems_supported_by_level_x_endurance_charge_on_stun
local_display_socketed_gems_supported_by_level_x_enhance	Socketed Gems are Supported by Level {0} Enhance	0	local_display_socketed_gems_supported_by_level_x_enhance
local_display_socketed_gems_supported_by_level_x_enlighten	Socketed Gems are Supported by Level {0} Enlighten	0	local_display_socketed_gems_supported_by_level_x_enlighten
local_display_socketed_gems_supported_by_level_x_eternal_blessing	Socketed Gems are Supported by Level {0} Eternal Blessing	0	local_display_socketed_gems_supported_by_level_x_eternal_blessing
local_display_socketed_gems_supported_by_level_x_feeding_frenzy	Socketed Gems are Supported by Level {0} Feeding Frenzy	0	local_display_socketed_gems_supported_by_level_x_feeding_frenzy
local_display_socketed_gems_supported_by_level_x_fire_penetration	Socketed Gems are Supported by Level {0} Fire Penetration	0	local_display_socketed_gems_supported_by_level_x_fire_penetration
local_display_socketed_gems_supported_by_level_x_fist_of_war	Socketed Gems are Supported by Level {0} Fist of War	0	local_display_socketed_gems_supported_by_level_x_fist_of_war
local_display_socketed_gems_supported_by_level_x_focussed_ballista	Socketed Gems are Supported by Level {0} Focused Ballista	0	local_display_socketed_gems_supported_by_level_x_focussed_ballista
local_display_socketed_gems_supported_by_level_x_fortify	Socketed Gems are Supported by Level {0} Fortify	0	local_display_socketed_gems_supported_by_level_x_fortify
local_display_socketed_gems_supported_by_level_x_fragility	Socketed Gems are Supported by Level {0} Cruelty	0	local_display_socketed_gems_supported_by_level_x_fragility
local_display_socketed_gems_supported_by_level_x_frenzy_power_on_trap_trigger	Socketed Gems are Supported by Level {0} Charged Traps	0	local_display_socketed_gems_supported_by_level_x_frenzy_power_on_trap_trigger
local_display_socketed_gems_supported_by_level_x_greater_multiple_projectiles	Socketed Gems are Supported by Level {0} Greater Multiple Projectiles	0	local_display_socketed_gems_supported_by_level_x_greater_multiple_projectiles
local_display_socketed_gems_supported_by_level_x_greater_spell_echo	Socketed Gems are Supported by Level {0} Greater Spell Echo	0	local_display_socketed_gems_supported_by_level_x_greater_spell_echo
local_display_socketed_gems_supported_by_level_x_greater_volley	Socketed Gems are Supported by Level {0} Greater Volley	0	local_display_socketed_gems_supported_by_level_x_greater_volley
local_display_socketed_gems_supported_by_level_x_hex_bloom	Socketed Gems are Supported by Level {0} Hex Bloom	0	local_display_socketed_gems_supported_by_level_x_hex_bloom
local_display_socketed_gems_supported_by_level_x_ignite_proliferation	Socketed Gems are Supported by Level {0} Ignite Proliferation	0	local_display_socketed_gems_supported_by_level_x_ignite_proliferation
local_display_socketed_gems_supported_by_level_x_immolate	Socketed Gems are Supported by Level {0} Immolate	0	local_display_socketed_gems_supported_by_level_x_immolate
local_display_socketed_gems_supported_by_level_x_impale	Socketed Gems are Supported by Level {0} Impale	0	local_display_socketed_gems_supported_by_level_x_impale
local_display_socketed_gems_supported_by_level_x_impending_doom	Socketed Gems are Supported by Level {0} Impending Doom	0	local_display_socketed_gems_supported_by_level_x_impending_doom
local_display_socketed_gems_supported_by_level_x_increased_burning_damage	Socketed Gems are Supported by Level {0} Burning Damage	0	local_display_socketed_gems_supported_by_level_x_increased_burning_damage
local_display_socketed_gems_supported_by_level_x_increased_critical_strikes	Socketed Gems are Supported by Level {0} Increased Critical Strikes	0	local_display_socketed_gems_supported_by_level_x_increased_critical_strikes
local_display_socketed_gems_supported_by_level_x_increased_duration	Socketed Gems are Supported by Level {0} Increased Duration	0	local_display_socketed_gems_supported_by_level_x_increased_duration
local_display_socketed_gems_supported_by_level_x_infernal_legion	Socketed Gems are Supported by Level {0} Infernal Legion	0	local_display_socketed_gems_supported_by_level_x_infernal_legion
local_display_socketed_gems_supported_by_level_x_intensify	Socketed Gems are Supported by Level {0} Intensify	0	local_display_socketed_gems_supported_by_level_x_intensify
local_display_socketed_gems_supported_by_level_x_iron_grip	Socketed Gems are Supported by Level {0} Iron Grip	0	local_display_socketed_gems_supported_by_level_x_iron_grip
local_display_socketed_gems_supported_by_level_x_item_quantity	Socketed Gems are Supported by Level {0} Item Quantity	0	local_display_socketed_gems_supported_by_level_x_item_quantity
local_display_socketed_gems_supported_by_level_x_item_rarity	Socketed Gems are Supported by Level {0} Item Rarity	0	local_display_socketed_gems_supported_by_level_x_item_rarity
local_display_socketed_gems_supported_by_level_x_life_gain_on_hit	Socketed Gems are Supported by Level {0} Life Gain On Hit	0	local_display_socketed_gems_supported_by_level_x_life_gain_on_hit
local_display_socketed_gems_supported_by_level_x_lifetap	Socketed Gems are Supported by Level {0} Lifetap	0	local_display_socketed_gems_supported_by_level_x_lifetap
local_display_socketed_gems_supported_by_level_x_lightning_penetration	Socketed Gems are Supported by Level {0} Lightning Penetration	0	local_display_socketed_gems_supported_by_level_x_lightning_penetration
local_display_socketed_gems_supported_by_level_x_maim	Socketed Gems are Supported by Level {0} Maim	0	local_display_socketed_gems_supported_by_level_x_maim
local_display_socketed_gems_supported_by_level_x_manaforged_arrows	Socketed Gems are Supported by Level {0} Manaforged Arrows	0	local_display_socketed_gems_supported_by_level_x_manaforged_arrows
local_display_socketed_gems_supported_by_level_x_mark_on_hit	Socketed Gems are Supported by Level {0} Mark On Hit	0	local_display_socketed_gems_supported_by_level_x_mark_on_hit
local_display_socketed_gems_supported_by_level_x_meat_shield	Socketed Gems are Supported by Level {0} Meat Shield	0	local_display_socketed_gems_supported_by_level_x_meat_shield
local_display_socketed_gems_supported_by_level_x_melee_damage_on_full_life	Socketed Gems are Supported by Level {0} Damage On Full Life	0	local_display_socketed_gems_supported_by_level_x_melee_damage_on_full_life
local_display_socketed_gems_supported_by_level_x_minefield	Socketed Gems are Supported by Level {0} Minefield	0	local_display_socketed_gems_supported_by_level_x_minefield
local_display_socketed_gems_supported_by_level_x_mirage_archer	Socketed Gems are Supported by Level {0} Mirage Archer	0	local_display_socketed_gems_supported_by_level_x_mirage_archer
local_display_socketed_gems_supported_by_level_x_multi_totem	Socketed Gems are Supported by Level {0} Multiple Totems	0	local_display_socketed_gems_supported_by_level_x_multi_totem
local_display_socketed_gems_supported_by_level_x_multi_trap	Socketed Gems are Supported by Level {0} Multiple Traps	0	local_display_socketed_gems_supported_by_level_x_multi_trap
local_display_socketed_gems_supported_by_level_x_multicast	Socketed Gems are Supported by Level {0} Spell Echo	0	local_display_socketed_gems_supported_by_level_x_multicast
local_display_socketed_gems_supported_by_level_x_nightblade	Socketed Gems are Supported by Level {0} Nightblade	0	local_display_socketed_gems_supported_by_level_x_nightblade
local_display_socketed_gems_supported_by_level_x_onslaught	Socketed Gems are Supported by Level {0} Momentum	0	local_display_socketed_gems_supported_by_level_x_onslaught
local_display_socketed_gems_supported_by_level_x_overcharge	Socketed Gems are Supported by Level {0} Overcharge	0	local_display_socketed_gems_supported_by_level_x_overcharge
local_display_socketed_gems_supported_by_level_x_parallel_projectiles	Socketed Gems are Supported by Level {0} Volley	0	local_display_socketed_gems_supported_by_level_x_parallel_projectiles
local_display_socketed_gems_supported_by_level_x_physical_projectile_attack_damage	Socketed Gems are Supported by Level {0} Vicious Projectiles	0	local_display_socketed_gems_supported_by_level_x_physical_projectile_attack_damage
local_display_socketed_gems_supported_by_level_x_physical_to_lightning	Socketed Gems are Supported by Level {0} Physical To Lightning	0	local_display_socketed_gems_supported_by_level_x_physical_to_lightning
local_display_socketed_gems_supported_by_level_x_pinpoint	Socketed Gems are Supported by Level {0} Pinpoint	0	local_display_socketed_gems_supported_by_level_x_pinpoint
local_display_socketed_gems_supported_by_level_x_point_blank	Socketed Gems are Supported by Level {0} Point Blank	0	local_display_socketed_gems_supported_by_level_x_point_blank
local_display_socketed_gems_supported_by_level_x_poison	Socketed Gems are Supported by Level {0} Critical Strike Affliction	0	local_display_socketed_gems_supported_by_level_x_poison
local_display_socketed_gems_supported_by_level_x_power_charge_on_crit	Socketed Gems are Supported by Level {0} Power Charge On Critical	0	local_display_socketed_gems_supported_by_level_x_power_charge_on_crit
local_display_socketed_gems_supported_by_level_x_prismatic_burst	Socketed Gems are Supported by Level {0} Prismatic Burst	0	local_display_socketed_gems_supported_by_level_x_prismatic_burst
local_display_socketed_gems_supported_by_level_x_pulverise	Socketed Gems are Supported by Level {0} Pulverise	0	local_display_socketed_gems_supported_by_level_x_pulverise
local_display_socketed_gems_supported_by_level_x_rage	Socketed Gems are Supported by Level {0} Rage	0	local_display_socketed_gems_supported_by_level_x_rage
local_display_socketed_gems_supported_by_level_x_rain	Socketed Gems are Supported by Level {0} Arrow Nova	0	local_display_socketed_gems_supported_by_level_x_rain
local_display_socketed_gems_supported_by_level_x_ranged_attack_totem	Socketed Gems are Supported by Level {0} Ballista Totem	0	local_display_socketed_gems_supported_by_level_x_ranged_attack_totem
local_display_socketed_gems_supported_by_level_x_rapid_decay	Socketed Gems are Supported by Level {0} Swift Affliction	0	local_display_socketed_gems_supported_by_level_x_rapid_decay
local_display_socketed_gems_supported_by_level_x_reduced_block_chance	Socketed Gems are Supported by Level {0} Block Chance Reduction	0	local_display_socketed_gems_supported_by_level_x_reduced_block_chance
local_display_socketed_gems_supported_by_level_x_reduced_duration	Socketed Gems are Supported by Level {0} Less Duration	0	local_display_socketed_gems_supported_by_level_x_reduced_duration
local_display_socketed_gems_supported_by_level_x_remote_mine_2	Socketed Gems are Supported by Level {0} High-Impact Mine	0	local_display_socketed_gems_supported_by_level_x_remote_mine_2
local_display_socketed_gems_supported_by_level_x_ruthless	Socketed Gems are Supported by Level {0} Ruthless	0	local_display_socketed_gems_supported_by_level_x_ruthless
local_display_socketed_gems_supported_by_level_x_second_wind	Socketed Gems are Supported by Level {0} Second Wind	0	local_display_socketed_gems_supported_by_level_x_second_wind
local_display_socketed_gems_supported_by_level_x_shockwave	Socketed Gems are Supported by Level {0} Shockwave	0	local_display_socketed_gems_supported_by_level_x_shockwave
local_display_socketed_gems_supported_by_level_x_slower_projectiles	Socketed Gems are Supported by Level {0} Slower Projectiles	0	local_display_socketed_gems_supported_by_level_x_slower_projectiles
local_display_socketed_gems_supported_by_level_x_snipe	Socketed Non-Channelling Bow Skills are Triggered by Snipe\nSocketed Triggered Bow Skills gain a 0.05 second Cooldown	0	local_display_socketed_gems_supported_by_level_x_snipe
local_display_socketed_gems_supported_by_level_x_spell_cascade	Socketed Gems are Supported by Level {0} Spell Cascade	0	local_display_socketed_gems_supported_by_level_x_spell_cascade
local_display_socketed_gems_supported_by_level_x_spell_focus	Socketed Gems are Supported by Level {0} Intensify	0	local_display_socketed_gems_supported_by_level_x_spell_focus
local_display_socketed_gems_supported_by_level_x_spirit_strike	Socketed Gems are Supported by Level {0} Ancestral Call	0	local_display_socketed_gems_supported_by_level_x_spirit_strike
local_display_socketed_gems_supported_by_level_x_storm_barrier	Socketed Gems are Supported by Level {0} Infused Channelling	0	local_display_socketed_gems_supported_by_level_x_storm_barrier
local_display_socketed_gems_supported_by_level_x_summon_elemental_resistance	Socketed Gems are Supported by Level {0} Elemental Army Support	0	local_display_socketed_gems_supported_by_level_x_summon_elemental_resistance
local_display_socketed_gems_supported_by_level_x_summon_ghost_on_kill	Socketed Gems are Supported by Level {0} Summon Phantasm	0	local_display_socketed_gems_supported_by_level_x_summon_ghost_on_kill
local_display_socketed_gems_supported_by_level_x_swift_assembly	Socketed Gems are Supported by Level {0} Swift Assembly	0	local_display_socketed_gems_supported_by_level_x_swift_assembly
local_display_socketed_gems_supported_by_level_x_swiftbrand	Socketed Gems are Supported by Level {0} Swiftbrand	0	local_display_socketed_gems_supported_by_level_x_swiftbrand
local_display_socketed_gems_supported_by_level_x_trap_and_mine_damage	Socketed Gems are Supported by Level {0} Trap And Mine Damage	0	local_display_socketed_gems_supported_by_level_x_trap_and_mine_damage
local_display_socketed_gems_supported_by_level_x_trap_cooldown	Socketed Gems are Supported by Level {0} Advanced Traps	0	local_display_socketed_gems_supported_by_level_x_trap_cooldown
local_display_socketed_gems_supported_by_level_x_trinity	Socketed Gems are Supported by Level {0} Trinity	0	local_display_socketed_gems_supported_by_level_x_trinity
local_display_socketed_gems_supported_by_level_x_unbound_ailments	Socketed Gems are Supported by Level {0} Unbound Ailments	0	local_display_socketed_gems_supported_by_level_x_unbound_ailments
local_display_socketed_gems_supported_by_level_x_unleash	Socketed Gems are Supported by Level {0} Unleash	0	local_display_socketed_gems_supported_by_level_x_unleash
local_display_socketed_gems_supported_by_level_x_urgent_orders	Socketed Gems are Supported by Level {0} Urgent Orders	0	local_display_socketed_gems_supported_by_level_x_urgent_orders
local_display_socketed_gems_supported_by_level_x_void_manipulation	Socketed Gems are Supported by Level {0} Void Manipulation	0	local_display_socketed_gems_supported_by_level_x_void_manipulation
local_display_socketed_gems_supported_by_pierce_level	Socketed Gems are supported by Level {0} Pierce	0	local_display_socketed_gems_supported_by_pierce_level
local_display_socketed_gems_supported_by_x_added_cold_damage	Socketed Gems are Supported by Level {0} Added Cold Damage	0	local_display_socketed_gems_supported_by_x_added_cold_damage
