# skill_name_map.tsv - generated by poe_tools.py (build-item-names)
# generated: 2026-09-15T15:29:38Z
# GrantedEffects.Id (read live from memory) -> ActiveSkills.DisplayedName.
# columns: granted_effect_id	displayed_name	icon_ddsfile
IncendiaryShotAmmoPlayer	Load Incendiary Shot	Art/2DArt/SkillIcons/BurstShotIncendiary.dds
IncendiaryShotPlayer	Incendiary Shot	Art/2DArt/SkillIcons/BurstShotIncendiary.dds
IncineratePlayer	Incinerate	Art/2DArt/SkillIcons/SorceressIncinerate.dds
IncinerateRogueExileSorceress1	Incinerate	Art/2DArt/SkillIcons/SorceressIncinerate.dds
IncursionDoctorBloodLightning	Ball Lightning	Art/2DArt/SkillIcons/SorceressBallLightning.dds
InevitableAgonyPlayer	Inevitable Agony	Art/2DArt/SkillIcons/TemporalistSynchronisationofPainSkill.dds
InfernalCryCorpseExplosionPlayer	Combust	Art/2DArt/SkillIcons/FireBurst.dds
InfernalCryPlayer	Infernal Cry	Art/2DArt/SkillIcons/BruteInfernalCry.dds
InternecineDrawCyclePlayer	[DNT] Cycle Conflict	Art/2DArt/SkillIcons/DreadBannerSkill.dds
InternecineDrawReservationPlayer	[DNT] Internecine Draw	Art/2DArt/SkillIcons/DreadBannerSkill.dds
IntoTheBreachPlayer	Into the Breach	Art/2DArt/SkillIcons/MonkBreachWalk.dds
IronWardNovaPlayer	Iron Ward	Art/2DArt/SkillIcons/WardingSteel.dds
IronWardPlayer	Iron Ward	Art/2DArt/SkillIcons/WardingSteel.dds
KahuturoaMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
KillingPalmPlayer	Killing Palm	Art/2DArt/SkillIcons/MonkKillingPalm.dds
KinahraJump	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
KnifeFlipPlayer	Ethereal Knives	Art/2DArt/SkillIcons/shadowprojectiles.dds
KnifeThrowSandDjinn	Kelari's Brutality	Art/2DArt/SkillIcons/SorceressSummonSandDjinn.dds
KnockbackWavePlayer	Wind Wave	Art/2DArt/SkillIcons/Interact.dds
LWAncestralThunderbird	Lightning Warp	Art/2DArt/SkillIcons/SorceressLightningWarp.dds
LargeScarabBuff	Rallying Cry	Art/2DArt/SkillIcons/InspiringCry.dds
LeapSlamPlayer	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
LeapSlamRogueExileWarrior1	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
LeapingAxeCatchPlayer	[DNT-UNUSED] Leaping Axe Catch	Art/2DArt/SkillIcons/iconleapslam.dds
LegionKaruiHeavyStrike	Armour Breaker	Art/2DArt/SkillIcons/BruteHeavyStrike.dds
LegionKaruiHeavyStrike2H	Armour Breaker	Art/2DArt/SkillIcons/BruteHeavyStrike.dds
LegionKaruiSergeantRainOfArrows	Rain of Arrows	Art/2DArt/SkillIcons/rainofarrows.dds
LeylinesPlayer	Leylines	Art/2DArt/SkillIcons/ExpeditionLeylines.dds
LifeRemnantsPlayer	Life Remnants	Art/2DArt/SkillIcons/BloodChannel.dds
LightlessStalkerArc	[DNT] Haunting Chain	Art/2DArt/SkillIcons/iconarc.dds
LightlessStalkerGazePlayerMinion	[DNT] Dark Visions	Art/2DArt/SkillIcons/WatcherintheDark1.dds
LightlessStalkerPlayer	Lightless Stalker	Art/2DArt/SkillIcons/WatcherintheDark1.dds
LightningArrowPlayer	Lightning Arrow	Art/2DArt/SkillIcons/RangerLightningArrow.dds
LightningBoltPlayer	Lightning Bolt	Art/2DArt/SkillIcons/LightningBoltSkillStaff.dds
LightningBoltRogueExileSorceress2	Lightning Bolt	Art/2DArt/SkillIcons/LightningBoltSkillStaff.dds
LightningCloneRetaliation	Lightning Clone Retaliation	
LightningConduitPlayer	Lightning Conduit	Art/2DArt/SkillIcons/SorceressLightningConduit.dds
LightningRodPlayer	Lightning Rod	Art/2DArt/SkillIcons/RangerLightningRodRainSkill.dds
LightningSpearPlayer	Lightning Spear	Art/2DArt/SkillIcons/HuntressStormSpear.dds
LightningWarpPlayer	Lightning Warp	Art/2DArt/SkillIcons/SorceressLightningWarp.dds
LightningWarpRogueExileSorceress2	Lightning Warp	Art/2DArt/SkillIcons/SorceressLightningWarp.dds
LingeringIllusionPlayer	Lingering Illusion	Art/2DArt/SkillIcons/MonkLingeringIllusion.dds
LingeringIllusionRogueExileMonk2	Lingering Illusion	Art/2DArt/SkillIcons/MonkLingeringIllusion.dds
LivingBombFireDjinn	Ruzhan's Brand	Art/2DArt/SkillIcons/SorceressSummonFireDjinn.dds
LivingBombPlayer	Living Bomb	Art/2DArt/SkillIcons/LivingBombWeaponSkill.dds
LivingLightningZap	Living Bolt	
LunarAssaultPlayer	Lunar Assault	Art/2DArt/SkillIcons/DruidLunarAssault.dds
MAASAbyssSerpentEmerge	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASAoDP1_BasicMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASAoDP1_BoltCloneSpin	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASAoDP1_SuckerPunchEmerge	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASAoDP1_SuckerPunchEmergeQuick	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASAoDP2_BasicMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASAoDP2_ExtendoSpearCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBarnacleParasiteCrabFreezePuncture	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBaronBoss180Slash	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBaronBossHand	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBaronBossMouth	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBaronBossSword	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBaronEndgameBasic	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBreachBossSpiderLeapAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASBreachPaleElite2LightningStabs	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASChronoPrinceNonLacerate	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCooldown10	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCooldown5	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCountEnforcerPullBite	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCountGuardSpearCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCyclopsSpiderBossCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCyclopsSpiderBossShotgunCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCyclopsSpiderBossStationaryShotgunCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASCyclopsSpiderBossTrampleCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASDeliriumEliteFury	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASDeliriumWarriorCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASEssenceHorrorDaemonCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASEssenceHorrorDaemonDashAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASExecutionerBoss	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASExecutionerBossShortRange	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASExecutionerBossTriggerSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASExpedition2ShakariBasicMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASExpedition2ShakariTailSwipe	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASExpeditionCrabTailStab	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASGargoyleRunemarkedSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASGiantSnakeBossSweepLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASGiantSnakeBossSweepLeft90	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASGiantSnakeBossSweepRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASGiantSnakeBossSweepRight90	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASIncursionVaalOverseerCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASIncursionVaalOverseerFrontStab	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBoss2Emerge	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBoss2UnhingedCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBoss360Cleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBoss3JuicedUpSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBoss3JuicedUpSlam180	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBoss3Unhinged	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBossHookTossHitCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASKaruiCaptainBossUnhingedCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASLeapAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASManorGargoyleCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASManorGargoyleSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASNoLineOfSight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASPerennialKingTripleSlash	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASQueenOfFilthCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASReaperBossMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASReaperBossMeleeCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossBasicSwipes	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedLeftFar	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedLeftFront	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedLeftSide	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedRightFar	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedRightFront	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossChainedRightSide	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossForwardScoop	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossLeftScoop	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossRepositionAttackEnter	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossRightScoop	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoBossShadowArm	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoP2_TeleMelee	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRitualWendigoP2_TeleMelee2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASRudjaEnragedAttacks	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSanctifiedSnakeLongRange	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASScorpionBossTailSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASScorpionBossTailSwipe	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSerpentClanEmerge	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSharkBossMediumRangeJumpEndAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSharkBossMediumRangeJumpEndAttack180	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSharkBossMelee180	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSharkBossMeleeCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSharkBossMeleeCombo2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSharkBossTailSpin	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSlumsFilthCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASSpikerDoubleSlash	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossArmSweepSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossArmSweepSlamLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordInner	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordMid	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordOuter	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordThrustLeft	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordThrustMid	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordThrustMidRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTitanBossSwordThrustRight	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTwilightGuardBossCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTwilightGuardBossComboHoly	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASTwilightOrderGuardBossCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASVaalHumanoidBowArms	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASVaalOverseerCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziCombo2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziDashThrust	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziJumpStab	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziJumpStabMoving	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziSerpentStrike	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziSoldierStep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziStepSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziStepSwipes	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASViperNapuatziStepThrust	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASVoranaCyclone	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASVoranaDashAttack	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MAASVultureDemonRunemarkedRend	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASBaronBossBackwardsChargeCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASBaronBossFrontalChargeCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASBloatedAnchormanDoubleSwing	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASBloodPriestessFlurry	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASBloodPriestessFlurryEnraged	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASChaosGodGorillaExtraAttackDistance9	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASDemonClawBossDoubleSlash	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASDemonClawBossFire	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASDemonClawBossJumpSlamCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASDemonClawBossTripleSlash	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASDoryaniCrabSweep180	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExecratusCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance12	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance20	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance30	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance4	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance6	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance60	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASExtraAttackDistance9	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASFireConvertAltArtFireArrow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASKelpDregCrossbow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASKelpDregCrossbowIce	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASKelpDregCrossbowPhys	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASKulemakMeleeTriggeredSlam	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASPerennialKingSandWhip	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASPrisonerBossShortRange	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASStatueWretchPush	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASStepDistance13	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASStepDistance5	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASTrialmasterSpinningCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASTumourStatue2Flurry	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASTumourStatue3Puncture	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MASqwe_MAASqwe_MEqwe_NEW_ENTRIES_GO_ABOVE_ME	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MMSVaalGuardGrenade	Explosive Grenade	Art/2DArt/SkillIcons/ExplosiveGrenade.dds
MMSVaalGuardGrenadeDeath	Explosive Grenade	Art/2DArt/SkillIcons/ExplosiveGrenade.dds
MMSVaalGuardOilTrap	Oil Grenade	Art/2DArt/SkillIcons/OilGrenade.dds
MMSVaalGuardOilTrapDeath	Oil Grenade	Art/2DArt/SkillIcons/OilGrenade.dds
MPSArchitectBossIceSpear	Frostbolt	Art/2DArt/SkillIcons/SorceressFrostbolt.dds
MPWBabyBowling	Explosive Grenade	Art/2DArt/SkillIcons/ExplosiveGrenade.dds
MPWOlrothThrowOut	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MagmaBarrierPlayer	Magma Barrier	Art/2DArt/SkillIcons/BruteMagmaBarrier.dds
MagmaBarrierRogueExileWarrior2	Magma Barrier	Art/2DArt/SkillIcons/BruteMagmaBarrier.dds
MagmaSprayPlayer	Magma Spray	Art/2DArt/SkillIcons/BruteMagmaBarrier.dds
MagmaSprayRogueExileWarrior2	Magma Spray	Art/2DArt/SkillIcons/BruteMagmaBarrier.dds
MagneticSalvoPlayer	Magnetic Salvo	Art/2DArt/SkillIcons/RangerMagneticSalvo.dds
MalicePlayer	Malice	Art/2DArt/SkillIcons/MaliceWeaponSkill.dds
ManaDrainPlayer	Mana Drain	Art/2DArt/SkillIcons/ManaDrainWeaponSkill.dds
ManaRemnantsPlayer	Mana Remnants	Art/2DArt/SkillIcons/SorceressEnergyRemnants.dds
ManaTempestPlayer	Mana Tempest	Art/2DArt/SkillIcons/SorceressManaTempest.dds
ManifestWeaponPlayer	Manifest Weapon	Art/2DArt/SkillIcons/SmithOfKitavaCreateWeaponSkillIcon.dds
MantraOfDestructionPlayer	Mantra of Destruction	Art/2DArt/SkillIcons/MonkMantraofDestruction.dds
MapModElementalWeakness	Elemental Weakness	Art/2DArt/SkillIcons/elementalweakness.dds
MapModEnfeeble	Enfeeble	Art/2DArt/SkillIcons/enfeeble.dds
MapModTemporalChains	Temporal Chains	Art/2DArt/SkillIcons/temporalchains.dds
MarakethUndeadPriestRollingMagma	Rolling Magma	Art/2DArt/SkillIcons/SorceressRollingMagma.dds
MassFusilladeFireDjinn	Ruzhan's Fury	Art/2DArt/SkillIcons/SorceressFireDjinnEmberSlash.dds
MastodonCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
MastodonChargePoEM	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
MastodonNecroMeteor	Comet	Art/2DArt/SkillIcons/SorceressComet.dds
MeditatePlayer	Meditate	Art/2DArt/SkillIcons/MonkInvokerMeditate.dds
Melee1HAxePlayer	Axe Slash	Art/2DArt/SkillIcons/OneHandAxeDefaultSkill.dds
Melee1HAxeRogueExile	Axe Slash	Art/2DArt/SkillIcons/OneHandAxeDefaultSkill.dds
Melee1HMacePlayer	Mace Strike	Art/2DArt/SkillIcons/OneHandMaceDefaultSkill.dds
Melee1HMaceRogueExile	Mace Strike	Art/2DArt/SkillIcons/OneHandMaceDefaultSkill.dds
Melee1HSwordPlayer	Sword Slash	Art/2DArt/SkillIcons/OneHandSwordDefaultSkill.dds
Melee1HSwordRogueExile	Sword Slash	Art/2DArt/SkillIcons/OneHandSwordDefaultSkill.dds
Melee2HAxePlayer	Axe Slash	Art/2DArt/SkillIcons/TwoHandAxeDefaultSkill.dds
Melee2HAxeRogueExile	Axe Slash	Art/2DArt/SkillIcons/TwoHandAxeDefaultSkill.dds
Melee2HMacePlayer	Mace Strike	Art/2DArt/SkillIcons/TwoHandMaceDefaultSkill.dds
Melee2HMaceRogueExileWarrior1	Mace Strike	Art/2DArt/SkillIcons/TwoHandMaceDefaultSkill.dds
Melee2HSwordPlayer	Sword Slash	Art/2DArt/SkillIcons/TwoHandSwordDefaultSkill.dds
Melee2HSwordRogueExile	Sword Slash	Art/2DArt/SkillIcons/TwoHandSwordDefaultSkill.dds
Melee2HeistTullina	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeed	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeed2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeed3	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeed40Dist	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedAzmeriBigPictSweep	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedBoss	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedBoss180	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedBow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedChaos	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedChaosCombo35	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedChaosCombo70	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedCold	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedColdCombo35	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedColdCombo70	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedComboBrequel	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedComboTEMP	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedComboTEMP2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedComboTeleport	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedFire	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedFireCombo35	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedFireCombo70	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedFireTorch	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedHookThrow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedLandSharkTailSwipe	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedLightning	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedLightningCombo35	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedLightningCombo70	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedMutantBirdFace	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedStonebackRhoaFeet	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedUnique	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedUniqueDoNotFaceTarget	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedUniqueDoNotFaceTargetOffhand	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedUniqueWithDirectionalKnockback	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedUniqueWithDirectionalKnockback2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedVaalGuardFireArrow	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedVampireQueen	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedViperLegionnaireCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedWithDirectionalKnockbackFire	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedWithDirectionalKnockbackMarakethSentinelMaceBoss	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
MeleeAtAnimationSpeedWithDirectionalKnockbackMarakethSentinelUnarmedBoss	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
